what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1484703546876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703566921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703743280
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1484703745254
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1484703746194
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1484703747510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703750855
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703752123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703753404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703824355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703825798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703969634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703973019
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703974963
started,bundle,org.eclipse.wst.jsdt.debug.core,2.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.core",1484703975057
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703976230
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1484703978071
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1484703978075
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1484703978084
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1484703978117
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1484703978144
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1484703978157
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1484703978161
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1484703978161
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1484703978165
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1484703978181
